address,mint,leak,limit
0x5f236f062f16a9b19819c535127398df9a01d762,0,1,0
0x61495573c8433f06443fe0d4846e043efd99a9c6,0,1,0
0x6580c6a7bb02981d403d25eeb95f45c331a6bf76,0,0,0
0x666c549f5a01167f1aa19bb68be552441f520895,0,1,0
0x6b9ee9e79bb893d394da79e2ea51685d1855318e,0,1,0
0x6cd574e51524fe7ac6175bff2c449aab482bc5b4,0,1,0
0x6ce8b8eed077f9b49c1fa684008ebb7562bb41ad,0,1,0
0x6e5db36f85492b20153eb8165e19dea1387345df,0,1,0
0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949,0,1,0
0x74a30d0ca07771fbd450ef4ded357e2e688ee59f,0,1,0
0x76bc9e61a1904b82cbf70d1fd9c0f8a120483bbb,0,1,1
0x7723737d529c2b42e4d218ad7e0a20354fbc7071,0,0,0
0x7d88463cc6d0ba403d302204236898414db3251a,0,1,0
0x818ebd30145c9d7c697978bf24c905d9e8a194ec,0,1,0
0x862ba4ae01bdb9dd69877976eefccc267b5b7b82,0,1,0
0x8a52499ff8c65cedd4d7ccc283a0dab6df285fe2,0,1,0
0x9241b4c67b6cdf9b99f5f50de21283d0441eff75,0,0,0
0x964bc602ee118f13090c69a670032e506d66f457,0,1,0
0x97fe19dfab95b1709bb0994af18ba7f793e28cba,0,1,0
0x99d3dcf7febd2bb968b3fe7baa1a9a36546d9293,0,0,0
0x99d3dcf7febd2bb968b3fe7baa1a9a36546d9293,0,0,0
0x9e3c595e72294eea8a100c63d7c8bf4c4430ee97,0,1,0
0xa5dd8cde486436f0cfd62652952e1fcec5a61cae,0,1,0
0xa99f34b4672ff3a9837fd93dea375ccfbb83c89a,0,0,0
0xac4bf53936aedacbfd02c334be90bf2c79f063b9,0,1,0
0xaf7002581c95e18f0803136aff93a9040956b068,0,1,0
0xb41f09a973a85c7f497c10b00a939de667b55a78,0,1,0
0xb7fe7b2b723020cf668db4f78992d10f81990fc4,0,1,0
0xb9aac097f4dadcd6f06761eb470346415ef28d5a,0,1,0
0xbaf2eb5ef3b3f71a49b971bb125b7ed2ccdad297,0,1,0
0xbf001adcb04089dddedcab714f3b4d34ee6d56dc,0,1,0
0xc2bc886b5d61f8ae9a916de9e31199e86ad1f007,0,1,0
0xc310755f88145cabcaa06c714cd668b5465dceaa,0,1,0
0xcda36122909f77bca1cc45371335627e4e488e6e,0,1,0
0xd0faa64b3de3ceca7ddf5d47cc2a13b1f208cb01,0,1,0
0xd1b24eb6a8318008afd9f89c49980b9bd5c64ac4,0,1,0
0xd244ff971a90e3d44593e0dfce3c67a8df0a1eb9,0,1,0
0xd7c05d4015599b33d8225a69f14cd561f27177eb,0,1,0
0xd989b2df7d86613ea440ffa33394dc7ba48d6c31,0,1,0
0xdd007278b667f6bef52fd0a4c23604aa1f96039a,0,1,0
0xdd2ee38f9993c0bc1c1b5b9798bc4deff66cac4a,0,1,0
0xdd35e7c2471f958281f08e1a000285ef3ae9e816,0,1,0
0xdeb2aa0478b2758e81d75a896e1257d3984d30d5,0,1,0
0xdf482745749ad7057f4ebe246975ff2f2ddeef78,0,1,0
0xe467b8d9b0c69f7d497b8f002a9e7f4b61c84c67,0,1,0
0xe55a772c7889580ecffd9ca3477e12e921fae492,0,1,0
0xe99ddae9181957e91b457e4c79a1b577e55a5742,0,0,0
0xe9fc0c55f9f3a38c0e972d6444273ebdcc7aa46f,0,1,0
0xf1afddbed214dba82cb98d46ad0a96e643f7f6f6,0,1,0
0xf6962cfe3b9618374097d51bc6691efb3974d06f,0,1,0
0xf944d7740c0caf725bf26cf29e3facf6748189ac,0,1,0
0xfa65bb26b28e7f923f73248a9a47a5466d9cc7ec,0,1,0
0xff1560afef58be59b11c72734ad1d89db63e4e71,0,1,0
0x46043c9093ff4d0a796bd1aee7e80254420368dd,0,0,0
0xe5f3c6d2b47cbe2cf936b9521466bac2422ebef8,0,0,1
0xa623b5a542c0d7daadef321042a04c600b03a8cb,0,0,1
0xe412189da2dfa188a1a61633114b8732bbbfba19,0,0,1
0x9fcf7acdc11fd904c4b73a009909c7f00efc4844,0,0,1
0x921a5dce3dfed5cccfbb2e593f2978533bc66110,0,0,1
0xe36d1b67696c8567a3997858cb73de40c9b6888f,0,0,1
0xab28787f0f0de52bc294e0f602cad2fb7ac2e248,0,0,1
0xc78ae86f5da621d636f19e294f3d8523c8ac0164,0,0,1
0xc900ebf1eb284c9374ff8af4c68d9b3a65046d88,0,0,1
0xee7596c357c50f3677b794a5223db265394fb2e4,0,0,1
0xadc34a12270978e4365b0f9f701c666b1eb2fe20,0,0,1
0x81609739f3299cdef524833924fc24d424044df8,0,0,1
0xd495d88aa708cc191e0a12e0ad3e1e40203ce7ff,0,0,1
0xfb5fb992b64c86fbcb33ba151abd8ecbcc611bde,0,0,1
0x531ac3341edfc39a04ed4c8b44ec396a46bc8690,0,0,1
0x52ff8b15ef6b38cf0554ba9207d70d0d2437c56a,0,0,1
0xcadad17c176e7bbe87660bd2734b2640ebc03bc7,0,0,0
0x960bbfd5965860ef4b94f01483e61dd4fb5d0ff7,0,0,1
0x61c3ee9ce25e2c88dc9a8dd98f0510b95a82397a,0,0,1
0x61c3ee9ce25e2c88dc9a8dd98f0510b95a82397a,0,0,1
0xdf9ecafee99e2954df6258ef85f18cf88462f452,0,0,0
0x7f3e7af72b565d508ce63abbfdefd0161390c9ed,0,0,1
0x897dc0cca9bb43f7601e477e721ef4dea4453f07,0,0,1
0xb1733c9c3cb5d98c2c35db27e30de26081d4d30a,0,0,1
0xe79b55a739abd64c62e8a642afbf02582c008c88,0,0,1
0x4c567c3363cc42c5a42c6d8bf01503fd1d0b91cd,0,0,1
0x40165bd6d657b63cb6f8f4a3525ac05bbf74bd93,0,0,1
0x76a6b003c39c1eb38b96aaaa1f551e4c6ad3de5c,0,0,1
0x9ab4fd2234d75cfa894c394b367e48055b531e56,0,0,1
0x02d3aea48b443a0026ed9cbc91b97d7335aba323,0,0,1
0x3f1db2c3e98232971ec8ccfea8be865228763fef,0,0,1
0xc5284e12632a01046d01a8dc886466f82071254b,0,0,1
0x5ee5e63f3225e5b070be0fac1cf6c2ae2ade24d4,0,0,1
0x9c0a1bbf01aee832afafeac003a57ff508a2a386,0,0,1
0xdf859c9878ef5e742d7bbe3c22a496c088c89fa9,0,0,1
0x8f3a9953c5ca4449d15721cd6e11ebc15a89e569,0,0,0
0x2b36968bf3c77253266aa382562fa3fdd7fa1667,0,0,1
0xe2c43d2c6d6875c8f24855054d77b5664c7e810f,0,0,1
0xbed451b9d7c1e0458a2e57888a001c20e3b65f44,0,0,0
0x56ba1d5ba4d1b6efc3993493cf23b17f7de46a12,0,0,1
0x9f103cd6fb907928351353e6f339c3fdcd5ee05c,0,0,1
0x304129f5dcf725f4531a4f2c69af87ecadab2467,0,0,0
0x68abb13046027b64fdf5a9dde00f783df7e697ec,0,0,1
0x7627de4b93263a6a7570b8dafa64bae812e5c394,0,0,1
0x1a93f35557700cdeab1205673126fea1a5fcd814,0,0,0
0x75c25b9b80c7ff2bd326f1bb9dfbd444f463cfcc,0,0,1
0x68cdbc25bf061d91537b21926260b213fde14285,0,0,1
0x0c39b1bec04421c6cad1df8a50701a56880f0362,0,0,1
0xbc6f22d3d1da52e4058733e9051683e1899ceae7,0,0,1
0x24859afb0ecce192f39fb405ba874ec1012788f0,0,0,1
0xeca2967b2a2cc584495b2226372bc0dde481f857,0,0,0
0x1f4a9567c1f98a8c9d7f026827f099b41a2e54d6,0,0,1
0x611171923b84185e9328827cfaae6630481ecc7a,0,0,1
0x580c1e3caca14826976b5820947f7ad486ac174d,0,0,1
0x7dc4f41294697a7903c4027f6ac528c5d14cd7eb,0,0,1
0x3fb1926a7d1cc68d4166d99c3483465885074f2f,0,0,1
0x37d893cfeb6c5e43c43905df06a9513e0fafad74,0,0,1
0x2b0e91a530bac5e0563a7f8d40ea7fb34cfadc3f,0,0,0
0x36f20b9b964a7d0faeab4f74ba4e445c324a427b,0,0,1
0x91923993c4dc3e089bbb1fc9d4a5a765a479b68f,0,0,1
0x6e7f987907320630b7880eecc26b17c0d9afa7b4,0,0,0
0x5d64170c575be26c16008d49abe98ede2ec199af,0,0,1
0xb4ec121eb68647b13b60dee2686ddd5f2973e47f,0,0,1
0x1035fd1e0aea8c63b4a9ac86e55972ae9f875764,0,0,1
0xb08fc1db58ef5e15a6f97d8f63b2bb4a14b9df37,0,0,0
0xd7c70d7d09c94f555dc72601876010b4bfb49f6b,0,0,1
0xcec50a37d43141eefa87215fa8565a6e467b125e,0,0,1
0xe18fa7b1e1a7af9b338d3fb89c23a83d0c2e4b5d,0,0,1
0x87b9e7b07f294b5e203927bd118d91ff118f24aa,0,0,1
0x0886949c1b8c412860c4264ceb8083d1365e86cf,0,0,1
0xb3ce281f0dee8c6f7af19b9664109c4030bec3fa,0,0,1
0x8d06cbfdaf7066c739c71d70a2261d96d00d2d52,0,0,1
0x70791b81028f30ff01d4ad8f83cbffcd2be1b1f3,0,0,1
0x2773b55e67efaab67d6985311b2d888d3d4470e1,0,0,1
0x6e35563be1e059f95bcfb5e1d6d854602a7fa3e1,0,0,1
0xbb902569a997d657e8d10b82ce0ec5a5983c8c7c,0,0,0
0xa62a63e1b51c30feff1116df3a33ec151453bb95,0,0,1
0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,0,0,1
0x30795a541aea7f76ceccae7dc5146682f6b04cd7,0,0,1
0x482047b690f5ec45dd24b68f92ae97e04450de50,0,0,1
0xace8a1e0102dbe6d31208a16fb8b6e27d537b869,0,0,0
0xa87beafd65e3c6808ac853076c23f268f3809d7b,0,0,1
0xcb8028b5137073d83bf0a0fc25f1ada0e06bf18a,0,0,0
0x8d65fba6de30791e8da76e4e47443543623ebed5,0,0,1
0x8b34fbc553db3462ad4909f2e5577cc22f63c216,0,0,1
0xae7e3f8a48c17e8ce8fb249e944f73cefde6b09c,0,0,1
0xa5d77efbc45d574b689d7f1202cf817e23febb97,0,0,1
0xc5c5aa3f03523c3e5442cd6bc41076cb194e4d11,0,0,1
0xd942f19ca27dcae7c1e044f10a7080a8cd3bc7c0,0,0,1
