address,trapdoor,exchange_permission,exchange_suspension,amount_limit,fee_manipulation,invalid_callback
0x8c33186b5e33a6b83126de02f7ccba9ac75c55bf,1,1,0,0,0,0
0x566faf60b96b55b0eb77a5197aa880babb983163,1,1,0,0,0,0
0x9239411c92851ea2a4ed91a7e61acb68411f0728,1,1,0,0,0,0
0xc718538b78690bda7e3626b92c1d9ec55f440e1a,1,1,0,0,0,0
0x17b7b0ceda671bfbd9258f4a4a553042072152e4,1,1,0,0,0,0
0xfb8c4fbdb022e502593ef07161ecc424983cc1f1,1,1,0,0,0,0
0x00767fa00d142f9c410de48dcb537c59e7cc2c28,1,1,0,0,0,0
0x69d0c380d5cf0668a66e4ea26adb0434b5a4c105,1,1,0,0,0,0
0x8ad8b53c40cf3dfebd67e2c5bcd14ae61d6fa2a7,1,1,0,0,0,0
0xa3d813ee903abf5d177fa354eadfc0731b8e6bca,1,1,0,0,0,0
0x0e06bc58b377c0f59cb7292d78c065ff4f6a2725,1,1,0,0,0,0
0x2d490d5f87fe23de38ebfb2379c9c1a2f9ad4864,1,1,0,0,0,0
0x20e4747eb302db56683f2eb206fabd56e50a07ff,1,1,0,0,0,0
0xe66fd80a0483e130982e3dcd8683c6fe2f07d9e9,1,1,0,0,0,0
0x772260b8b04f4278e0b972f77ef37055d7f7ccca,1,1,0,0,0,0
0xe579cda4ce3148e507f273eaef1ecc5454e3f60b,1,1,0,0,0,0
0x26eb2f9ce844461852e9aa55727c99ac5a7ffd24,1,1,0,0,0,0
0x47ee672caefa771287bea71777c00d8a166de8dc,1,1,0,0,0,0
0x77a212bc80f3b50a084c23e8b121aee9e6c26602,1,1,0,0,0,0
0x93a2738444e2e8700fa350ebd3aea18eeab661b7,1,1,0,0,0,0
0x86c2b85fd87d360ace3df81e2875a0c8865e4067,1,1,0,0,0,0
0xe053f7b5513acab661c50a279cc86dccd91b4b9e,1,1,0,0,0,0
0xdc2431fd21b15e3854d41c4b9b122a3a39161c47,1,1,0,0,0,0
0x8477415848c418b82ffa211ebcd15a1d44dfb594,1,1,0,0,0,0
0x06bd805ddf2dbc38bb109cbc4346c4ab7021f202,1,1,0,0,0,0
0xaeded88b4faabc32cfdc9bf13566d52fc38b57a4,1,1,0,0,0,0
0x87a39da37377fd67ddef7eee942b5f69a35fb1c2,1,1,0,0,0,0
0xc30c378b2fc7dbc02572c85aff9ab909a72da916,1,1,0,0,0,0
0x76dd2f5287c29b0ca2ac454ed8275a8a91446e5f,1,1,0,0,0,0
0x60cd66add1f20b566f0fd246b3f2c2db634e371b,1,1,0,0,0,0
0x0bf6cbb1fcdefc331781465f91b3a708efdcc4f8,1,1,0,0,0,0
0xc61cdaa8a989521205ef0d9b332b00aaf571a7ab,1,1,0,0,0,0
0x880ebf71e53d33112adc93cbb2c2dc5a5cecceeb,1,1,0,0,0,0
0x5f3d5f3cd36592abb51dbfbfdb3e7716eb30610d,1,1,0,0,0,0
0x064157699884433163bdba81a0fab7c425c69a50,1,1,0,0,0,0
0x1b5fc621a982a6c0e281d3e087264e55e3c95654,1,1,0,0,0,0
0xe4b12a2c7877a4b6cfe0557cf13d3d3a4f5c9380,1,1,0,0,0,0
0x7e1baa6e244f52dd86dbc2686d455ec47553d6e9,1,1,0,0,0,0
0x8d9621943caf6081d2745394a1d23da9a963f049,1,1,0,0,0,0
0x68c525a7574509659ba27c38a1e4e5550f6711c4,1,1,0,0,0,0
0x0c8bbd1f5857227cceea9288cf29d91555993fcc,1,1,0,0,0,0
0xa837efd4500966a45148073f57fa855205597612,1,1,0,0,0,0
0x3acca56d95961e6100b0f264794bb1e18ec25824,1,1,0,0,0,0
0x29a676577bd8ac134fa2379b8eeb2e7ce54d6068,1,1,0,0,0,0
0xf855a5e6407ddca7a00d86876a837dfc74812a43,1,1,0,0,0,0
0x037a7658539db2a3d44c0b66de29a33cd5c9e457,1,1,0,0,0,0
0x523c2f01857fbb434d58e364e75a737c350076f6,1,1,0,0,0,0
0x06a2fec35dd8a5eb427ff10f645577dc99a7379c,1,1,0,0,0,0
0xbb3530ac51ded9c48bb74da82e803cfa334500ea,1,1,0,0,0,0
0x7dddcb8d93438500c42c199b6b02ba3f74c7cb8c,1,1,0,0,0,0
0xfb8688a7eb1ad431f3957103b2bd014fb2228cfa,1,1,0,0,0,0
0xa4443ec19ac02a757bfa8a2a5071b2e65e29ca71,1,1,0,0,0,0
0x1536e1f38f1d262137d738bff26ab72a3cf1955d,1,1,0,0,0,0
0x80ed67614dd8f5a9852b23077d1dbe13017cd766,1,1,0,0,0,0
0x0f6d25140fc3a0e1c67adef4630575241f7e9d27,1,1,0,0,0,0
0xe7e782298009e69f77a1ecd1dd20fca10d2c4e00,1,1,0,0,0,0
0x0cd44a504562100e7a9bf84fccb25db3f0b204a9,1,1,0,0,0,0
0x141c1a97a47ae020939ab1110a954633a0bc920a,1,1,0,0,0,0
0x662c973af403ee4573acdbb8219f7d42cb5796f0,1,1,0,0,0,0
0x221143b77922abd9e803b277861b29ec40753e99,1,1,0,0,0,0
0xa2054b1cf61b12dd4cc16f6c181b98486ed931aa,1,1,0,0,0,0
0xffa8adac294413a470287c2cd54ab8d5b80c9d4b,1,1,0,0,0,0
0xffcb27092c88458ae2a1fa0c69eb92eaf7aa064d,1,1,0,0,0,0
0x280988f22867020605522bf148aeca8d83d168e8,1,1,0,0,0,0
0x9b38172f0ff97aee6c1d0f1a1871fd2295fbd82a,1,1,0,0,0,0
0xc98b0fa49d4e8607c62cbe1f4d9fdd62ea2f77d6,1,1,0,0,0,0
0x3e49b1019c64ae87a0c6e9cef21cc203029c5e0d,1,1,0,0,0,0
0x71b7ecd719612fb89717c588683814b86bc27637,1,1,0,0,0,0
0x3010d9cc1d8a33ba5ae49e3c67cd3db29d592235,1,1,0,0,0,0
0x6d4f393bf60aee890027d5a560473148fa61385a,1,1,0,0,0,0
0x93030c19ad59e4f77d47f5d5fe2e68cddd14aeff,1,1,0,0,0,0
0x318a1461930551761bbd215dd324edf26ada72b2,1,1,0,0,0,0
0x919759ac2e9a1f97e2a829178801ce9f906f95a5,1,1,0,0,0,0
0x657c9bd6dd653ba3de3eb95b88ddfdeea1f4ea76,1,1,0,0,0,0
0x4c334f280f9e440788b66c4e5260c03e4477267a,1,1,0,0,0,0
0x06684e3d5ce17681b49737502a558c8cc73d7a13,1,1,0,0,0,0
0x52e8ebf98ef95d373d29041182830bf13c52588f,1,1,0,0,0,0
0x3c7a4b244f3c841830f5d3335ad5b0a9935c8399,1,1,0,0,0,0
0xfa19cee60d6e6a9fd18bd2e316fd66192713a1c5,1,1,0,0,0,0
0x601cb558052b50fc975b8e35dae8853f1c96a1cf,1,1,0,0,0,0
0x52b6552d96b58e46b432b409f236bec3a4b74e64,1,1,0,0,0,0
0xf4727665f750c2764f16180efdbe85b106d1f0ad,1,1,0,0,0,0
0x99dab0ae4f82fb792c780515c7e9036240e8e627,1,1,0,0,0,0
0x5fdfd62994787164e8e87d5ab830fff473329e6a,1,1,0,0,0,0
0x7f97fbdc47cc5b5a3666a2e9143a36e46991af27,1,1,0,0,0,0
0x53886d0ddba6bafaf2c3f9512029a7ff862f5e6e,1,1,0,0,0,0
0x82b92feb4ead0be7006ac7d29c3e3554ffa7aa52,1,1,0,0,0,0
0x2fcf8f4878d1a369052d296892c22944d8c9893c,1,1,0,0,0,0
0x9b1ef7cbc18927940653abba9badddbb5cc1caf9,1,1,0,0,0,0
0xb3a64a442deba9412e7d4286d267bfa27a3f2605,1,1,0,0,0,0
0x0087feb9d0884720347fdd360a51dbff799b3d1e,1,1,0,0,0,0
0x2f1b026ac7b170a09253fcdc9cebd046b57b230e,1,1,0,0,0,0
0x3368f9f169a1183f8f5fe123ded4f5c33e63c8f3,1,1,0,0,0,0
0x20eff1f408de753d035e0d00bde01a4f79265e32,1,1,0,0,0,0
0x7aef61b98b222195a0a24390b790eb06b09fbd5f,1,1,0,0,0,0
0xb664b1d4c5e1ca4ec4cc9303627b94dc531750a0,1,1,0,0,0,0
0xd5ad9d374eff8f57a42a667a64c218e9145ac5b7,1,1,0,0,0,0
0x6076e74fc2d140d12f156fe471001a9c934f1064,1,1,0,0,0,0
0xabff10e2b920d80be6c8466d6f04de8925edbff8,1,1,0,0,0,0
0x276dcb76143b91df8bec4ded419c286e075e0929,1,1,0,0,0,0
0xd1df8e77c27ddd6fa8b65db9fbac0be7bb110b4e,1,1,0,0,0,0
0xf41508920bfc0e78e8080ca1603aba6a363fc587,1,1,0,0,0,0
0x4a6b42ea45459e1544bdb6bcaab6515c4f18e7ad,1,1,0,0,0,0
0x8fa269b6da92482c49849140a415beb279aaf2d2,1,1,0,0,0,0
0xb69f534d752c18cf37380d6b4f8e5e624c01c505,1,1,0,0,0,0
0x6f0371247d21d7afad6e624f6e8dbb3bff0455c2,1,1,0,0,0,0
0xe047777381b912eefe3d0549887c34436558d665,1,1,0,0,0,0
0x3d3d5cce38afb7a379b2c3175ee56e2dc72cd7c8,1,1,0,0,0,0
0x834460e25d4ee4a17955c2056b7b1fdfe35f1755,1,1,0,0,0,0
0xa2c3fd723ff7d9b2585eae939547caf2a0fd771a,1,1,0,0,0,0
0xa25247f9102d02dc5f11792a57c757c5d62d9acf,1,1,0,0,0,0
0x0cc77e575ba11af68743fe5b24d733c2aad9defb,1,1,0,0,0,0
0x069131a539e523f89e760299e5b485632a1f9e4d,1,1,0,0,0,0
0x8611f8d9849a70c039b91f452c7cd87861e0200a,1,1,0,0,0,0
0xc0a3ee273ad855fdcd96db5895f678e8d86ed160,1,1,0,0,0,0
0xb551605ab0aac7df6b278b20560ec698ea395191,1,1,0,0,0,0
0x306561c70a7af4716f3ae776485246a716a16106,1,1,0,0,0,0
0x74d0fd4292cfe7cf5fad95ac8ad312484cd24eba,1,1,0,0,0,0
0x67981ac0b64b55afbf35d4571dcbcd320dc965b9,1,1,0,0,0,0
0x528ff33bf5bf96b5392c10bc4748d9e9fb5386b2,1,1,0,0,0,0
0xe8bf8dcbf4d5c4a17b8fa3ed9f70d4fd38ed6b61,1,1,0,0,0,0
0x083880809244561f1abfaf9c6c515aedfd2e1269,1,1,0,0,0,0
0x84789b26db229ec68052e67b18933c763f7226f3,1,1,0,0,0,0
0x4e35a2e4720c090c63602d1a0bab6c49dce1ade9,1,1,0,0,0,0
0xc0581c30ef2186ee6c1a8d9de21ea80ea664a26c,1,1,0,0,0,0
0x66df04d40a2d35b491ff30c9df0c7907552ae3e9,1,1,0,0,0,0
0x5b48340c8a10f35ab243f56084416357200cc1c6,1,1,0,0,0,0
0xf1599c8c832483a164095c8cb0ab4be9b027719d,1,1,0,0,0,0
0x6aca3926832968122cd6f4163b21cfb3542b6dd1,1,1,0,0,0,0
0x7e6d3ce80b9808353cf48276517a90b64a89dada,1,1,0,0,0,0
0x0fe649681f7fef42d18d6f09d818389c1981843b,1,1,0,0,0,0
0x80983f263833235fff4df13c1aa244db0d608646,1,1,0,0,0,0
0x1aa8ec84968e22e176c2fd27e31fab4c66da2440,1,1,0,0,0,0
0xa133be32d846d26daf836b648ffff856c32e20c4,1,1,0,0,0,0
0xfa45554f4031d320e9bafdc57361030756e528ed,1,1,0,0,0,0
0x44c26584b90abb52545f34bb5b67023fe1e316f7,1,1,0,0,0,0
0x93460ba3b52d4658ff6faae7e84e4211c7cbb896,1,1,0,0,0,0
0x0ad0ad3db75ee726a284cfafa118b091493938ef,1,1,0,0,0,0
0xec04fa672313f55b9c9837fae079104257784ecd,1,1,0,0,0,0
0x6357865d91ebc7d772c53d90c3c3ae750197acbc,1,1,0,0,0,0
0x11b53fe529760eb7074a2cedda9851bac16ec90c,1,1,0,0,0,0
0x33b6b48d63438bbd10a1b1f9a5a722c4bcdd9f8f,1,1,0,0,0,0
0x59de93e7fdbb3968435d43a22c3b3c69821394b3,1,1,0,0,0,0
0x63a237972fcce946e8c4e05baa20f2cb5f3cca6e,1,1,0,0,0,0
0xce7d413fd2dae179938d7408d66b737666bdcd5e,1,1,0,0,0,0
0xfeacd6a8413890a72177d36b89d2fbf83c28155f,1,1,0,0,0,0
0xac2508a7dd36a8475641d1b4e116e5154b0f3ad8,1,1,0,0,0,0
0xe730b68a661376f056f18f2a9f53eea546dd96e6,1,1,0,0,0,0
0x34173aa873f754169e269d5ec3526573c1433200,1,1,0,0,0,0
0x1acec01bfec1ebcf273728f7f15d23cfb5c4061b,1,1,0,0,0,0
0x836c6b2be9bfb5497e4ce48003ab86db05c0fbe5,1,1,0,0,0,0
0x8d0f07f2e554e7258d11c7e9b84b4da595cb4948,1,1,0,0,0,0
0x7a250d563e05712d1915df309a824baf3f0ed249,1,1,0,0,0,0
0x12510e575bd040c66bbc1d173ee289b9cb6dc392,1,1,0,0,0,0
0x34cc8427a8191b119b9be2ed5f08e14119046c10,1,1,0,0,0,0
0x084ea8fabc7b250566d91bb5f28ef09336160ee2,1,1,0,0,0,0
0xd16404d3e5bda0ec647806121e9c73dbbafec105,1,1,0,0,0,0
0x4dc208fb8733999896f43646b6c6cfea17ff2a44,1,1,0,0,0,0
0x3365cd7b3303aad373771adb90c5c213c2431d7e,1,1,0,0,0,0
0x4f111d9284ff53b0b8903434f20468148bbe9be7,1,1,0,0,0,0
0x79d415b4cf08ddd17a262e65e28d915aebfc4b70,1,1,0,0,0,0
0x30b5120455a91a6c336785daa2356a98d3365f2f,1,1,0,0,0,0
0x5433c0a0c7969cc8d90810c4f333d372b71724c9,1,1,0,0,0,0
0x6c58d735f665c695bf97090e062573b91c4a8b8b,1,1,0,0,0,0
0x2c7943738e4ef7e1dbeeb42ea03b9ec5adb04841,1,1,0,0,0,0
0xfca1d1039383109245324456c7500d7e93b5be26,1,1,0,0,0,0
0x8f128f0fb62dc90e22260727c483d7ff9afb517b,1,1,0,0,0,0
0x0355a2b288ee13f7cf6666cf2b6b690761c5e9fa,1,1,0,0,0,0
0x9f86f40999522ca55df01b2f3bce93615846c47a,1,1,0,0,0,0
0xf88347b7347f24f70218e9636d901fcace23178d,1,1,0,0,0,0
0x95d388bf8bf6cf049957e2a29b31fbd54a46d728,1,1,0,0,0,0
0x533fc0329e4aebe76fdeb5613610188419054ffe,1,1,0,0,0,0
0xe460f3e0adc58357ea5e3ac1d839611dee826354,1,1,0,0,0,0
0x42949d91e420fcbe70095a87b1942d7f9ee8224e,1,1,0,0,0,0
0x7d12e8dcd93fd5ff15955ff6d926590e0f8be222,1,1,0,0,0,0
0xdf2385d2ad16261f2efb91a490e77a3eea86ffe3,1,1,0,0,0,0
0x9aa17b8b79a614cf073e13d97abeaa31294777d9,1,1,0,0,0,0
0x4bfc44eee642bd8fb5804a3c08e9060fd12e1d12,1,1,0,0,0,0
0xd1df4617efe82e8d0a476f8d4505385a612404de,1,1,0,0,0,0
0x443075b42797bf75d7c1164ee4c216525a6147dc,1,1,0,0,0,0
0x62910175e9069cc28e902f5fba83e228482a221c,1,1,0,0,0,0
0x64d3aaf10907f19fb4ae00b828806899722b99a1,1,1,0,0,0,0
0xbc5abe46ad7b79ca34c0ac42427241f5a5e827b0,1,1,0,0,0,0
0x91d5c702324fcaabf141525ed5bd5799dde041ed,1,1,0,0,0,0
0xc9d70f5b32af0e707f7b43995365938258c971c7,1,1,0,0,0,0
0x244a835e6de81ce2c8cc185cdf21ff00d81e592b,1,1,0,0,0,0
0xdac1d2cf79b5211bafba652c8f1df33c56ce3a71,1,1,0,0,0,0
0x104261ab1706703e3387e5737014094ddfd19ae0,1,1,0,0,0,0
0x1fa99e01a0d4c00360cde4e017c1c1e3c0c51c92,1,1,0,0,0,0
0x73bffeb53906a1f657cdc2ffa8433f712a055f1b,1,1,0,0,0,0
0xf58c4fc29d607949698f9b6c468632e3994dd0bf,1,1,0,0,0,0
0x1e7c660d4934aba3a1c523ea1b71e35ae4d6e5c0,1,1,0,0,0,0
0x69a14e73f6dc5de4b07212744fcc76b714edda7e,1,1,0,0,0,0
0x33835bc4bd50ba1e3ec10f5fbeed559a234a6931,1,1,0,0,0,0
0x0ce831d6d39d631ae5c4276af619b841832d4384,1,1,0,0,0,0
0x2f5854646497ff426df56c86f134d1f313fe4f90,1,1,0,0,0,0
0x6d85dd21d470e5c1e6af3a5198f0d5ac4dcdd7ef,1,1,0,0,0,0
0xa257be1b01b09abe85f8b7c33334c343fb9bde9f,1,1,0,0,0,0
0x18b55a76a3326389d58e3a0e0d7e7227a81e861f,1,1,0,0,0,0
0x0bea926edbb10e921d50a18db509b58f97b49c45,1,1,0,0,0,0
0x6723164e42b0fddf10a572c4cc8d7c5ee639a56c,1,1,0,0,0,0
0x1533c795ea2b33999dd6eff0256640dc3b2415c2,1,1,0,0,0,0
0x8bc2aa54db5e220450930474b6ddf2a655093b71,1,1,0,0,0,0
0xd8af3b70abd26ef9e92c273060423904c34a8ed7,1,1,0,0,0,0
0xf375a11bff3ed7ad12e76d55601719e6473d83db,1,1,0,0,0,0
0x414d52b62c39d7a0787bc6582577a2989596a952,1,1,0,0,0,0
0x94aaf229ee72177649f1aef0779955cd420db105,1,1,0,0,0,0
0x42a8abcbb4cd7919e6dae1ca570a0269783151aa,1,1,0,0,0,0
0x3179b4a66fa2153a09111dab721a117499b44832,1,1,0,0,0,0
0x99f106c1cbe266613fbaf8bf5ef5c07d0e6d222f,1,1,0,0,0,0
0x52cc5055494591c94ef1c49df3903e8781271dab,1,1,0,0,0,0
0x93ae110c7ebad5ecc7bd52963a3641a3cc26fbe4,1,1,0,0,0,0
0xc6f9021b4684c7f1a5e88f72e8b715c3aa952c04,1,1,0,0,0,0
0xd9a84fa6b014a307330f8af0bfa7f519f7604b81,1,1,0,0,0,0
0x4a1b5846edb12ad45c78f2fe3799092d5be34cf2,1,1,0,0,0,0
0x53f3914ae38f1e0db932415321e9e269a5c7139b,1,1,0,0,0,0
0x698974aae604f19b1e09e1bd4389162abc83dd9c,1,1,0,0,0,0
0x0db2ef0df9c70811f8b363a04eb25f1a8c9d2081,1,1,0,0,0,0
0x6586b276a2f9200163b9ffdcd43553c62d295309,1,1,0,0,0,0
0x61395d8cfffc85dafc3246c23c17b3dbaf1322d0,1,1,0,0,0,0
0xd92a608a2b8e6c14eb0b2fabca7101bbd420881d,1,1,0,0,0,0
0x58eadb9b85ddf354557e84e1a7f0f783af6fd9cf,1,1,0,0,0,0
0x2eb31366d807c1f41058957f2ff5e3935b1b4a65,1,1,0,0,0,0
0xeff88f0d9f2ada0fde78f0d7836279cce738d356,1,1,0,0,0,0
0x7f8fe1c63dd4da8eeca9f1dd69f30bc8cedaa83b,1,1,0,0,0,0
0xc51a16e0573c796a445bfda2ec33d9ab9151dfbd,1,1,0,0,0,0
0xba14cac9391852fbf351c94f3151b21c77faafbe,1,1,0,0,0,0
0xd8eb25fb9c1e51ee1e52919a29c438608ea30ec4,1,1,0,0,0,0
0xece51078af2f09a23a0928bf9e581766d79a6d26,1,1,0,0,0,0
0xe6b430e688b76ac89588c587cf8d35e96df88b15,1,1,0,0,0,0
0x4a96abebbe177eafa578c93d4932341b8b9e53e4,1,1,0,0,0,0
0x183628e8811493fb7df0bc88bdf8c50100033f86,1,1,0,0,0,0
0x86715bd57b85f9a964747c32136e8e9739c5deb3,1,1,0,0,0,0
0x69966589392389b36cff44c4f92ffe4609817421,1,1,0,0,0,0
0x2de91872cd4de1ed07d51492e55262b278bcbcd8,1,1,0,0,0,0
0xe95ebf4f50d0084c1ea62fcfa8a2bdd707254d3f,1,1,0,0,0,0
0x5e6142e7a86061f40a011c142b917595db173d28,1,1,0,0,0,0
0x7cbbb061b80dcb3859f6526ef87d1b0ea5f8263c,1,1,0,0,0,0
0x28faf2746d74b947b2a09ceff1aed5a46dd6298d,1,1,0,0,0,0
0x980dea541475cdad8b895a711a7d3c4f74b4f36e,1,1,0,0,0,0
0x8c1bad96e0d048872cd4cc7577d4170b4516b594,1,1,0,0,0,0
0xa45db5126631c95eb7dbe4741775628b8f6a70f7,1,1,0,0,0,0
0x93aba18629528b5a45ca1c787b2abaf0f9b139c2,1,1,0,0,0,0
0xbcf439e5eec974bbf3e02efe40f24ce0c83e30cc,1,1,0,0,0,0
0x054f58e1954c4f6f6dc553bb4012b96b0e58c73c,1,1,0,0,0,0
0xf1ff017f19b471bd8e269b4216c5a1cc2b94119a,1,1,0,0,0,0
0x59351df3456ccf06e385569fb85eba6a77c30131,1,1,0,0,0,0
0xb6dfa6d30a2efbadcabd1fa78a8c14fd90984afe,1,1,0,0,0,0
0xe781f9014661e6c2e6ff45e08a3a7fbf4d14787d,1,1,0,0,0,0
0xaec367c252764e61c39de84208b305f283360778,1,1,0,0,0,0
0xfcfa06f2f6423c73205d0b0a413c69a2766e28ef,1,1,0,0,0,0
0xb8aacbd35c529f3236d7713f4ef2cfcebfa415cc,1,1,0,0,0,0
0xabc6c879de0cfa5d1dbfbca0baa05843508010a7,1,1,0,0,0,0
0x059c91fbe603846a3ea16d4ee9ac7dbad9adce86,1,1,0,0,0,0
0xcc9d5b36ff1cc89c889f15471958b86f0f87c71f,1,1,0,0,0,0
0x232df8924d82434a4ade19c6c53bc5064d92ff19,1,1,0,0,0,0
0x82f57cb5899d0b661cc206c568d39868d705acda,1,1,0,0,0,0
0x024fadd67b499f8d5cea81c87fa9ee1ee0b92061,1,1,0,0,0,0
0xcd52c19d8ae767f4b030c76a24586ec9fb303068,1,1,0,0,0,0
0xf8dae561f805c06a598dff523586ac6f41b941d5,1,1,0,0,0,0
0x445740b855186e4303a79e269a10aa33c484d1b0,1,1,0,0,0,0
0x4d9f1714363d4cbddfec9b8f8469df594b2368d5,1,1,0,0,0,0
0xe49d7651eca3f844b3281b22dec57167d15b1917,1,1,0,0,0,0
0x5ea43cbc1573bd6e9496cfbf12cabebdff1962e8,1,1,0,0,0,0
0x3705d96f802f73b184b7fb04418c6cf977941e43,1,1,0,0,0,0
0xbe434a1b376ee521dd4c318d5ae5726efd4a69a1,1,1,0,0,0,0
0xd91203ab5bb40ab4389126e757bf80c40aa9e455,1,1,0,0,0,0
0x7709826730475f4c3cbbfdf19f767caf50ac5d1c,1,1,0,0,0,0
0x3e9720274ab672711522faa565ac95a431c28005,1,1,0,0,0,0
