Address,Leak,Limit,Mint
0xdf7ff95aa3d855a6fb21399432166a92fdcf1b1a,0,0,1
0x198376f921570e3cc547fd5c16e482cded8b4d1d,0,1,0
0x9d52414c4cc1fb8e7864a9b59495f430f8e5de44,0,0,0
0x50c6ec50a89a946c5886aeb54a22fe732558f7d1,1,0,0
0xde9e52f1838951e4d2bb6c59723b003c353979b6,0,0,1
0xe1a0ce8b94c6a5e4791401086763d7bd0a6c18f5,0,0,0
0x85aa3f04e539e426cbb55c0d584ea99cfe1d96a1,0,0,0
0xe4182e57eeb29fbc2b3469e45c9e385cea8995ab,0,0,0
0xf0b692ace03ffb689628e68d4919f91723d1c5a2,0,0,0
0xaaf8c293ed36989d1871d2310b2845450d885673,0,0,0
0x4165084a6e5388ce53c9d9892f904a2712dd943a,0,1,0
0x91383a15c391c142b80045d8b4730c1c37ac0378,0,0,0
0x16dfb898cf7029303c2376031392cb9bac450f94,0,0,0
0x17e65e6b9b166fb8e7c59432f0db126711246bc0,0,0,0
0xec4cb1148ec60e00a6bfcfce4482db724db6bdde,0,0,0
0x6b5e9e55921e5e412cf1002599c05d4428cf50c5,0,0,0
0xa942890d7fc60f0d4a516f63dd273dcde72ae6c9,0,1,1
0x797885c0a6cfffcbc4d2e3c1ca0b4f07112db6a3,0,1,0
0xb504035a11e672e12a099f32b1672b9c4a78b22f,0,0,0
0xd28c8ff18f811e5fcd9b5b07889a343da8fd6502,0,0,0
0xa7cd93ed3133d82781cc17460fe1500b69a1b514,0,0,0
0xd217dc0cab1c952a7ce6f4d7ca4549cde1f37bb0,0,1,1
0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,0,0,0
0x548c9731ae163a73a28916eeb11717fe446dab54,0,0,1
0x8b2e68075a06959e3e35aa0e451a13e099e41b23,0,0,1
0x1c5ee1ffebec5f3e1686e8e59d43f96a3c702b7f,0,0,0
0x108d0f1fc10ed324f8cc65d0a91cad11cd4994a4,1,0,0
0xee45e37e2b73e86c709d9edd1c8ea3b0ec72dad3,0,1,0
0x8275ebf521dc217aa79c88132017a5bcef001dd9,0,0,0
0xb954562066c71b3e6e7b2ac330b03c74c0dcd5ae,0,1,0
0xba751bff276907c438e927d2c2f18de574195e4b,0,1,1
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,0,0,0
0x87230146e138d3f296a9a77e497a2a83012e9bc5,0,0,0
0x82902c20c5826984588dcd2dfcc322e05dcc435c,0,1,0
0x1cf33ead073351b3fc63c1f4f35dc10791fe6c7c,1,1,1
0x1f4a9567c1f98a8c9d7f026827f099b41a2e54d6,0,1,1
0x32680c305b2e753f0c9c8dfa6e36ba36c68e0801,1,1,1
0x3db616e27576f1e6aa2a58a7d3b5904f27716151,0,1,0
0x4045253edc2986c1c4800c3ce0cf0f5fb3c683e5,0,1,0
0x4e7a34c6c29a4741858a7ec5622cd8be21b0351b,1,1,1
0x5052787b0b9cec67442e2ff43d2176693377bc5a,0,1,1
0x52ff8b15ef6b38cf0554ba9207d70d0d2437c56a,0,1,1
0x530a9cceee0c45f58229ae5c256e414e6df957ad,1,1,1
0x549ace5ff0c3a1881682fa06813c06884f7ee2e0,0,0,1
0x56ba2ee7890461f463f7be02aac3099f6d5811a8,0,0,1
0x611171923b84185e9328827cfaae6630481ecc7a,0,1,0
0x61495573c8433f06443fe0d4846e043efd99a9c6,1,1,1
0x64d30c2e9715f0add2815f862eaf22d9dbc1bd28,0,1,0
0x6580c6a7bb02981d403d25eeb95f45c331a6bf76,0,1,1
0x666c549f5a01167f1aa19bb68be552441f520895,1,0,1
0x678ae07713cb9e8af29d78ca2836fa3851a26a7a,0,1,1
0x6a9b3e36436b7abde8c4e2e2a98ea40455e615cf,0,1,1
0x6ce8b8eed077f9b49c1fa684008ebb7562bb41ad,1,1,1
0x76bc9e61a1904b82cbf70d1fd9c0f8a120483bbb,1,1,1
0x7d88463cc6d0ba403d302204236898414db3251a,1,1,0
0x7f3e7af72b565d508ce63abbfdefd0161390c9ed,0,1,1
0x89cf87c35e69a9b84f7a3e50eaf54bfc3cabc377,0,1,1
0x8b34fbc553db3462ad4909f2e5577cc22f63c216,0,1,1
0x8d46facfb889740a345755e624942257dc87b5ac,0,1,1
0x8f04b7554fa2452ee34e5b5cafb5d43217a5ce5b,0,1,1
0x9241b4c67b6cdf9b99f5f50de21283d0441eff75,0,1,1
0x940d73c91db9f82440702f6cc8323a8c60583777,0,1,1
0xa62a63e1b51c30feff1116df3a33ec151453bb95,0,1,1
0xaaca4e6efdd63a9116aecd31ee929d0f778be0c0,0,1,1
0xadc34a12270978e4365b0f9f701c666b1eb2fe20,0,1,0
0xb363a3c584b1f379c79fbf09df015da5529d4dac,0,1,1
0xb9aac097f4dadcd6f06761eb470346415ef28d5a,1,0,1
0xb9b4f4102d39ea2dd11d00a1ae2f878e5f1e26a9,0,1,1
0xba14c6c651fa5998ba58e1a2be9a1ce5280cf966,0,1,1
0xd7c70d7d09c94f555dc72601876010b4bfb49f6b,0,1,1
0xd7cc0deb9dd11be95068bf2d7a3d082b8ba9bf04,0,1,1
0xdd2ee38f9993c0bc1c1b5b9798bc4deff66cac4a,1,1,1
0xe18fa7b1e1a7af9b338d3fb89c23a83d0c2e4b5d,0,1,1
0xe55a772c7889580ecffd9ca3477e12e921fae492,1,1,1
0xe79b55a739abd64c62e8a642afbf02582c008c88,0,1,1
0xeca2967b2a2cc584495b2226372bc0dde481f857,0,0,1
0xf49cdd50ad408d387d611f88a647179c3de3492b,0,0,0
0xfa65bb26b28e7f923f73248a9a47a5466d9cc7ec,1,1,1
0xff1560afef58be59b11c72734ad1d89db63e4e71,1,1,1
