Address,Mint,Leak,Limit
0x548c9731ae163a73a28916eeb11717fe446dab54,1,0,0
0x8b2e68075a06959e3e35aa0e451a13e099e41b23,1,0,0
0x1c5ee1ffebec5f3e1686e8e59d43f96a3c702b7f,0,0,0
0x108d0f1fc10ed324f8cc65d0a91cad11cd4994a4,0,1,0
0xee45e37e2b73e86c709d9edd1c8ea3b0ec72dad3,0,0,1
0x8275ebf521dc217aa79c88132017a5bcef001dd9,0,0,0
0xb954562066c71b3e6e7b2ac330b03c74c0dcd5ae,0,0,1
0xba751bff276907c438e927d2c2f18de574195e4b,1,0,1
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,0,0,0
0x87230146e138d3f296a9a77e497a2a83012e9bc5,0,0,0
0x82902c20c5826984588dcd2dfcc322e05dcc435c,0,0,1
0x10cc060f6f9b2e5dcdb23f1361e4b368a7daec73,1,1,1
0x36b14bae0989f65f80892b99a55378d3e1a80c81,1,1,0
0x32680c305b2e753f0c9c8dfa6e36ba36c68e0801,0,1,0
0xac4bf53936aedacbfd02c334be90bf2c79f063b9,0,1,1
0x74a30d0ca07771fbd450ef4ded357e2e688ee59f,0,1,0
0x2ba93f4cce841e5cd0da320e72e62a860cfd6333,1,1,0
0x2cf02304f36effd519be79850d21335684c6073e,0,1,1
0xc2bc886b5d61f8ae9a916de9e31199e86ad1f007,1,1,0
0x46043c9093ff4d0a796bd1aee7e80254420368dd,1,0,0
0x5e441b5c140034b179e2fabc96f1a29e14dbc47a,1,1,0
0x48b61132a20954b12b26f9a1cc2cb67e98c4be01,1,1,0
0x1b2a2414f80bff80f76255aa11bf847a37b0d5be,0,1,1
0xaf7002581c95e18f0803136aff93a9040956b068,0,1,1
0xcda36122909f77bca1cc45371335627e4e488e6e,1,1,0
0x9e3c595e72294eea8a100c63d7c8bf4c4430ee97,0,1,0
0x818ebd30145c9d7c697978bf24c905d9e8a194ec,0,1,0
0x1c43535d06b494a1d6cb7cb550f5689161303aaa,1,1,1
0xd0faa64b3de3ceca7ddf5d47cc2a13b1f208cb01,0,1,0
0x666c549f5a01167f1aa19bb68be552441f520895,0,1,1
0xdd35e7c2471f958281f08e1a000285ef3ae9e816,0,1,0
0xdd2ee38f9993c0bc1c1b5b9798bc4deff66cac4a,0,1,0
0x1694ee5ef3d9f172e440004dda88bb60441ce6c5,1,0,1
0xf6962cfe3b9618374097d51bc6691efb3974d06f,0,1,0
0xf944d7740c0caf725bf26cf29e3facf6748189ac,0,1,0
0x6ce8b8eed077f9b49c1fa684008ebb7562bb41ad,0,1,0
0x6580c6a7bb02981d403d25eeb95f45c331a6bf76,1,0,1
0x3db616e27576f1e6aa2a58a7d3b5904f27716151,1,0,1
0x2edb9962e55b470f66a84a568fca1b4e22606bd0,0,0,0
0x6cd574e51524fe7ac6175bff2c449aab482bc5b4,0,1,1
0x4e7a34c6c29a4741858a7ec5622cd8be21b0351b,0,1,0
0x4a7babfafe46456bc4e965d6fbeaff7f01c8b330,0,1,0
0x1bf63aca0124c9617d99c13ec3c279ff3e76f467,1,1,1
0x1332059337953dbba74c89f6cb7ff0c8498ea925,1,1,1
0xb7fe7b2b723020cf668db4f78992d10f81990fc4,1,1,0
0xb9aac097f4dadcd6f06761eb470346415ef28d5a,0,1,0
0xd1b24eb6a8318008afd9f89c49980b9bd5c64ac4,0,1,1
0xe467b8d9b0c69f7d497b8f002a9e7f4b61c84c67,0,1,0
0x964bc602ee118f13090c69a670032e506d66f457,1,1,1
0xfa65bb26b28e7f923f73248a9a47a5466d9cc7ec,0,1,0
0x4d81198dc71ffd13917da27d1a3f8599ac690535,0,1,0
0x97fe19dfab95b1709bb0994af18ba7f793e28cba,0,1,1
0xd7c05d4015599b33d8225a69f14cd561f27177eb,1,1,1
0x0566c17dc2a9efcaa2f63e04cf06a69e8fc77f60,1,0,0
0xdf482745749ad7057f4ebe246975ff2f2ddeef78,0,1,0
0xe55a772c7889580ecffd9ca3477e12e921fae492,1,1,1
0x1cf33ead073351b3fc63c1f4f35dc10791fe6c7c,0,1,0
0x1327c3993c24de9a821b2e512817a2668185d878,0,0,0
0x61495573c8433f06443fe0d4846e043efd99a9c6,1,1,1
0xff1560afef58be59b11c72734ad1d89db63e4e71,1,1,1
0x10c8324b20b7266c445944f043f53f6a77ea0bd4,1,1,1
0xc310755f88145cabcaa06c714cd668b5465dceaa,0,1,0
0x7d227fe3c5885c3875180e03c548d09ebe1b0119,1,1,1
0xd244ff971a90e3d44593e0dfce3c67a8df0a1eb9,1,1,0
0xdeb2aa0478b2758e81d75a896e1257d3984d30d5,0,1,0
0x862ba4ae01bdb9dd69877976eefccc267b5b7b82,1,1,1
0x4dac1801ffa1534346ce8a1114e9a40ef908d7fd,0,1,0
0x3052285b4c495afe3fb16967142e864c8f8b6e5f,0,1,1
0x12e29d7d6fd63f0f12040fcd1bf9021919b0e4fa,1,1,1
0x530a9cceee0c45f58229ae5c256e414e6df957ad,0,1,0
0xbaf2eb5ef3b3f71a49b971bb125b7ed2ccdad297,1,1,1
0x3b16fb80ab6ac8562203f3913f58ee0c4dfc08b8,0,1,0
0x8a52499ff8c65cedd4d7ccc283a0dab6df285fe2,1,1,1
0x17e5f19d430788323863c6798ecd762a40de29f5,0,1,0
0x9241b4c67b6cdf9b99f5f50de21283d0441eff75,1,0,1
0x76bc9e61a1904b82cbf70d1fd9c0f8a120483bbb,0,1,0
0xa5dd8cde486436f0cfd62652952e1fcec5a61cae,0,1,0
0x5ddfae17814220364f1ce1e19aa11a880f3079b8,1,0,1
0x0290ea3c728981725689187763f6c63a68e192b8,1,1,0
0xf1afddbed214dba82cb98d46ad0a96e643f7f6f6,0,1,1
0x7d88463cc6d0ba403d302204236898414db3251a,1,1,1
0x6b9ee9e79bb893d394da79e2ea51685d1855318e,0,1,0
0xdd007278b667f6bef52fd0a4c23604aa1f96039a,0,1,0
0xa99f34b4672ff3a9837fd93dea375ccfbb83c89a,0,0,1
0x402408bbf7f80d35a72e071453ca2aa6a76f3a54,1,1,0
0xb41f09a973a85c7f497c10b00a939de667b55a78,0,1,1
0x31dae56a501538eaa6ef37a6b6d6289cb97943d8,1,1,1
0x5f236f062f16a9b19819c535127398df9a01d762,1,1,1
0xbf001adcb04089dddedcab714f3b4d34ee6d56dc,0,1,0
0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949,1,1,0
0x054ad3cd4a66f14bf5c0de2548a53be66995a4f6,1,1,0
0x14582a41e55827e8d408022e54e2a1251a14c56a,0,1,0
0x99d3dcf7febd2bb968b3fe7baa1a9a36546d9293,0,0,0
0xe99ddae9181957e91b457e4c79a1b577e55a5742,0,0,0
0x7723737d529c2b42e4d218ad7e0a20354fbc7071,1,0,0
0x6e5db36f85492b20153eb8165e19dea1387345df,0,1,0
0xe9fc0c55f9f3a38c0e972d6444273ebdcc7aa46f,0,1,0
0xd989b2df7d86613ea440ffa33394dc7ba48d6c31,0,1,0
